title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Monsters University,"['Animation', 'Family']","['monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger']","['Billy Crystal', 'John Goodman', 'Steve Buscemi']",['Dan Scanlon'],200000000,743559607,89.186492,7.0,3528,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,Animation,543559607,2.717798035,Animation Family monster dormitory games animation best friend university scary aftercreditsstinger Billy Crystal John Goodman Steve Buscemi Dan Scanlon
Transformers: Revenge of the Fallen,"['Science Fiction', 'Action', 'Adventure']","['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']",['Michael Bay'],150000000,836297228,21.939663,6.0,3138,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Science Fiction,686297228,4.575314853333333,Science Fiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger Shia LaBeouf Megan Fox Josh Duhamel Michael Bay
Transformers: Age of Extinction,"['Science Fiction', 'Action', 'Adventure']","['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']","['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer']",['Michael Bay'],210000000,1091405097,116.840296,5.8,3095,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",Science Fiction,881405097,4.1971671285714285,Science Fiction Action Adventure sequel alien transformers giant robot robot imax transforming robot Mark Wahlberg Stanley Tucci Kelsey Grammer Michael Bay
Oz: The Great and Powerful,"['Fantasy', 'Adventure', 'Family']","['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']","['James Franco', 'Mila Kunis', 'Rachel Weisz']",['Sam Raimi'],200000000,491868548,46.985445,5.7,3530,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",Fantasy,291868548,1.45934274,Fantasy Adventure Family circus witch magic hope illusion lost magic trick wizard 3d James Franco Mila Kunis Rachel Weisz Sam Raimi
The Amazing Spider-Man 2,"['Action', 'Adventure', 'Fantasy']","['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']",['Marc Webb'],200000000,705717432,89.270217,6.5,4179,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",Action,505717432,2.52858716,Action Adventure Fantasy obsession marvel comic sequel based on comic book electrocution medical experiment electricity super powers Andrew Garfield Emma Stone Jamie Foxx Marc Webb
TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']","['artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy']","['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde']",['Joseph Kosinski'],170000000,400062763,73.79505,6.3,2841,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",Adventure,230062763,1.3533103705882352,Adventure Action Science Fiction artificial intelligence secret identity computer program dystopia computer deception duel motorcycle neon light autocracy Garrett Hedlund Jeff Bridges Olivia Wilde Joseph Kosinski
Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']","['car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine']",['John Lasseter'],200000000,559852396,49.98659,5.8,2033,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,Animation,359852396,1.79926198,Animation Family Adventure Comedy car race sequel comedy anthropomorphism best friend duringcreditsstinger Owen Wilson Larry the Cable Guy Michael Caine John Lasseter
Green Lantern,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['dc comics', 'transformation', 'superhero', 'alien', 'alien infection', 'magical object', 'protector', 'super powers', 'origin', '3d']","['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard']",['Martin Campbell'],200000000,219851172,51.872839,5.1,2487,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",Adventure,19851172,0.09925586,Adventure Action Thriller Science Fiction dc comics transformation superhero alien alien infection magical object protector super powers origin 3d Ryan Reynolds Blake Lively Peter Sarsgaard Martin Campbell
Toy Story 3,"['Animation', 'Family', 'Comedy']","['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story']","['Tom Hanks', 'Tim Allen', 'Ned Beatty']",['Lee Unkrich'],200000000,1066969703,59.995418,7.6,4597,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",Animation,866969703,4.334848515,Animation Family Comedy hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story Tom Hanks Tim Allen Ned Beatty Lee Unkrich
Terminator Salvation,"['Action', 'Science Fiction', 'Thriller']","['saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'los angeles']","['Christian Bale', 'Sam Worthington', 'Anton Yelchin']",['McG'],200000000,371353001,71.862892,5.9,2463,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",Action,171353001,0.856765005,Action Science Fiction Thriller saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles Christian Bale Sam Worthington Anton Yelchin McG
Furious 7,['Action'],"['car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']",['James Wan'],190000000,1506249360,102.322217,7.3,4176,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Action,1316249360,6.927628210526316,Action car race speed revenge suspense car race muscle car Vin Diesel Paul Walker Dwayne Johnson James Wan
World War Z,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']","['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove']",['Marc Forster'],200000000,531865000,81.834855,6.7,5560,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",Action,331865000,1.659325,Action Drama Horror Science Fiction Thriller dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse Brad Pitt Mireille Enos Abigail Hargrove Marc Forster
X-Men: Days of Future Past,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']","['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']",['Bryan Singer'],250000000,747862775,118.078691,7.5,6032,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,Action,497862775,1.9914511,Action Adventure Fantasy Science Fiction 1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future Hugh Jackman James McAvoy Michael Fassbender Bryan Singer
Star Trek Into Darkness,"['Action', 'Adventure', 'Science Fiction']","['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']","['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']",['J.J. Abrams'],190000000,467365246,78.291018,7.4,4418,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",Action,277365246,1.4598170842105263,Action Adventure Science Fiction spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d Chris Pine Zachary Quinto Zoe Saldana J.J. Abrams
Jack the Giant Slayer,"['Action', 'Family', 'Fantasy']","['based on fairy tale', 'giant']","['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",['Bryan Singer'],195000000,197687603,43.349855,5.5,2598,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",Action,2687603,0.013782579487179487,Action Family Fantasy based on fairy tale giant Nicholas Hoult Eleanor Tomlinson Ewan McGregor Bryan Singer
The Great Gatsby,"['Drama', 'Romance']","['based on novel', 'infidelity', 'obsession', 'hope', '3d']","['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']",['Baz Luhrmann'],105000000,351040419,61.196071,7.3,3769,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",Drama,246040419,2.3432420857142855,Drama Romance based on novel infidelity obsession hope 3d Leonardo DiCaprio Tobey Maguire Carey Mulligan Baz Luhrmann
